Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
511217,-1872,168,17596,-418,465,127,0.0,0.0,1
511321,-1868,188,17684,-457,476,93,0.0,0.0,1
511425,-1840,140,17540,-410,456,130,0.0,0.0,1
511529,-1852,136,17676,-434,447,133,0.0,0.0,1
511633,-1840,156,17568,-441,456,98,0.0,0.0,1
511737,-1928,76,17628,-424,443,103,0.0,0.0,1
511841,-1900,104,17628,-457,435,86,0.0,0.0,1
511945,-1836,92,17568,-441,473,119,0.0,0.0,1
512049,-1884,160,17616,-447,459,121,0.0,0.0,1
512153,-1880,140,17660,-447,464,103,0.0,0.0,1
512257,-1820,120,17664,-444,447,111,0.0,0.0,1
512361,-1884,172,17576,-451,420,117,0.0,0.0,1
512465,-1768,96,17608,-411,492,113,0.0,0.0,1
512569,-1836,176,17572,-437,450,102,0.0,0.0,1
512673,-1896,128,17556,-409,436,103,0.0,0.0,1
512777,-1860,204,17672,-465,451,91,0.0,0.0,1
512881,-1824,112,17584,-433,442,100,0.0,0.0,1
512985,-1832,128,17528,-451,487,123,0.0,0.0,1
513089,-1896,140,17592,-450,461,118,0.0,0.0,1
513193,-1892,128,17548,-459,449,100,0.0,0.0,1
513297,-1868,132,17556,-450,452,109,0.0,0.0,1
513401,-1884,204,17612,-417,462,134,0.0,0.0,1
513505,-1888,152,17560,-448,468,100,0.0,0.0,1
513609,-1800,148,17604,-409,461,109,0.0,0.0,1
513713,-1740,136,17540,-428,457,105,0.0,0.0,1
513817,-1848,128,17500,-447,446,83,0.0,0.0,1
513921,-1864,120,17720,-417,483,101,0.0,0.0,1
514025,-1848,164,17596,-434,447,89,0.0,0.0,1
514129,-1860,124,17536,-437,472,94,0.0,0.0,1
514233,-1828,128,17684,-445,471,115,0.0,0.0,1
514337,-1844,168,17628,-451,424,104,0.0,0.0,1
514441,-1824,144,17576,-421,447,119,0.0,0.0,1
514545,-1804,152,17624,-444,442,115,0.0,0.0,1
514649,-1864,92,17540,-413,429,129,0.0,0.0,1
514753,-1828,140,17592,-443,463,83,0.0,0.0,1
514857,-1852,104,17508,-426,441,100,0.0,0.0,1
