Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
245257,-1948,144,17600,-442,457,99,0.0,0.0,1
245361,-1948,68,17568,-438,456,98,0.0,0.0,1
245465,-1976,92,17536,-430,438,105,0.0,0.0,1
245569,-1956,60,17516,-439,463,91,0.0,0.0,1
245673,-1948,116,17544,-436,449,153,0.0,0.0,1
245777,-1948,84,17572,-424,443,137,0.0,0.0,1
245881,-1932,100,17604,-442,452,105,0.0,0.0,1
245985,-1960,60,17580,-424,481,117,0.0,0.0,1
246089,-1936,84,17532,-439,465,121,0.0,0.0,1
246193,-2012,76,17544,-414,412,129,0.0,0.0,1
246297,-1924,84,17492,-444,482,94,0.0,0.0,1
246401,-1964,116,17608,-407,427,110,0.0,0.0,1
246505,-2004,88,17584,-409,458,122,0.0,0.0,1
246609,-1984,56,17628,-452,470,126,0.0,0.0,1
246713,-1900,120,17544,-420,464,143,0.0,0.0,1
246817,-1968,156,17620,-436,433,119,0.0,0.0,1
246921,-2036,148,17536,-401,453,134,0.0,0.0,1
247025,-1912,128,17632,-430,422,113,0.0,0.0,1
247129,-1956,160,17620,-432,457,118,0.0,0.0,1
247233,-1980,48,17532,-439,461,127,0.0,0.0,1
247337,-1964,136,17564,-426,440,109,0.0,0.0,1
247441,-1964,108,17544,-421,441,75,0.0,0.0,1
247545,-1964,124,17648,-429,464,114,0.0,0.0,1
247649,-1916,56,17644,-460,479,121,0.0,0.0,1
247753,-1980,64,17540,-438,434,102,0.0,0.0,1
247857,-1992,84,17576,-461,465,96,0.0,0.0,1
247961,-1952,212,17660,-442,450,111,0.0,0.0,1
248065,-1968,148,17524,-430,451,108,0.0,0.0,1
248169,-1972,132,17604,-420,433,112,0.0,0.0,1
248273,-1996,104,17540,-410,452,113,0.0,0.0,1
248377,-1900,92,17628,-440,450,138,0.0,0.0,1
248481,-1984,196,17532,-420,457,112,0.0,0.0,1
248585,-2016,80,17596,-468,426,129,0.0,0.0,1
248689,-1912,80,17512,-427,402,127,0.0,0.0,1
248793,-1956,80,17616,-428,461,125,0.0,0.0,1
248897,-1992,64,17536,-426,455,105,0.0,0.0,1
249001,-1976,36,17540,-448,459,114,0.0,0.0,1
249105,-1976,96,17584,-452,446,102,0.0,0.0,1
249209,-1976,128,17556,-443,470,137,0.0,0.0,1
249313,-1904,100,17728,-438,455,128,0.0,0.0,1
249417,-1932,152,17680,-442,450,140,0.0,0.0,1
249521,-1988,104,17648,-428,439,107,0.0,0.0,1
249625,-1960,108,17524,-431,460,125,0.0,0.0,1
249729,-2020,208,17452,-281,902,178,0.0,0.0,1
249833,-2036,124,17580,-425,564,117,0.0,0.0,1
249937,-2092,112,17648,-455,411,115,0.0,0.0,1
250041,-2008,68,17584,-433,517,134,0.0,0.0,1
250145,-2028,100,17636,-443,474,107,0.0,0.0,1
250249,-2036,176,17532,-452,443,118,0.0,0.0,1
250353,-1992,164,17536,-425,449,90,0.0,0.0,1
250457,-2072,172,17504,-431,460,113,0.0,0.0,1
250561,-2024,84,17504,-420,456,102,0.0,0.0,1
250665,-2044,88,17564,-475,448,127,0.0,0.0,1
250769,-1988,140,17540,-436,444,107,0.0,0.0,1
250873,-2092,120,17468,-448,477,121,0.0,0.0,1
250977,-1908,108,17704,-434,376,125,0.0,0.0,1
251081,-1936,84,17548,-435,420,113,0.0,0.0,1
251185,-1940,120,17588,-451,466,122,0.0,0.0,1
251289,-1948,164,17552,-446,443,134,0.0,0.0,1
251393,-1972,76,17636,-441,478,123,0.0,0.0,1
251497,-2036,168,17740,-449,488,95,0.0,0.0,1
251601,-3424,120,17304,-722,455,2367,5.2,0.0,0
251705,-1876,108,17536,-456,473,147,10.4,0.0,0
251809,-1860,12,17508,-445,433,164,15.600000000000001,0.0,0
251913,-1928,-1040,17772,-534,447,847,20.8,0.0,0
252017,-1408,216,17764,-300,499,-754,26.0,0.0,0
252121,-2292,-396,17796,-436,411,424,31.2,0.0,0
252225,-2060,1876,17668,-591,467,1443,36.4,0.0,0
252329,-2188,912,17512,-639,458,2079,41.6,0.0,0
252433,-1928,-176,17540,-560,481,1117,46.800000000000004,0.0,0
252537,-1988,116,17608,-461,427,116,52.00000000000001,0.0,0
252641,-1916,92,17640,-446,449,129,57.20000000000001,0.0,0
252745,-1884,72,17604,-429,442,114,62.40000000000001,0.0,0
252849,-1896,-48,17540,-436,438,129,67.60000000000001,0.0,0
252953,-1952,80,17572,-456,456,158,72.80000000000001,0.0,0
253057,-1952,48,17640,-446,464,104,78.00000000000001,0.0,0
253161,-2604,96,18240,-412,402,92,83.20000000000002,0.0,0
253265,-1900,40,17612,-415,467,100,88.40000000000002,0.0,0
253369,-1916,108,17568,-448,441,141,93.60000000000002,0.0,0
253473,-1884,88,17516,-458,461,108,98.80000000000003,0.0,0
253577,-1916,88,17536,-447,474,126,104.00000000000003,0.0,0
253681,-1888,64,17552,-456,478,136,109.20000000000003,0.0,0
253785,-1964,112,17652,-450,490,102,114.40000000000003,0.0,0
253889,-1912,64,17532,-438,449,163,119.60000000000004,0.0,0
253993,-1940,88,17608,-435,453,109,119.60000000000004,0.0,1
254097,-1992,76,17636,-448,434,107,119.60000000000004,0.0,1
254201,-1908,44,17568,-429,436,129,119.60000000000004,0.0,1
254305,-1960,116,17556,-424,458,118,119.60000000000004,0.0,1
254409,-1960,88,17556,-440,467,100,119.60000000000004,0.0,1
254513,-1908,124,17580,-466,462,91,119.60000000000004,0.0,1
254617,-2312,2020,17568,-256,465,-550,119.60000000000004,-5.2,0
254721,-1128,52,17516,-487,430,742,119.60000000000004,-10.4,0
254825,-1820,-1128,17248,-461,485,416,119.60000000000004,-15.600000000000001,0
254929,-2096,-460,17944,-495,405,1114,119.60000000000004,-20.8,0
255033,-1540,-592,17604,-379,383,-229,119.60000000000004,-26.0,0
255137,-2048,92,17508,-462,456,571,119.60000000000004,-31.2,0
255241,-1736,424,17660,-453,441,292,119.60000000000004,-36.4,0
255345,-1600,92,17548,-390,464,-475,119.60000000000004,-41.6,0
255449,-1772,200,17648,-375,463,-182,119.60000000000004,-46.800000000000004,0
255553,-1904,256,17568,-439,463,169,119.60000000000004,-52.00000000000001,0
255657,-1880,-92,17568,-406,451,-297,119.60000000000004,-57.20000000000001,0
255761,-1908,88,17548,-450,454,100,119.60000000000004,-62.40000000000001,0
255865,-1888,108,17520,-416,456,116,119.60000000000004,-67.60000000000001,0
