Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
3465781,-2044,116,17564,-421,444,166,0.0,0.0,1
3465885,-2032,164,17620,-402,450,99,0.0,0.0,1
3465989,-2032,128,17568,-440,455,124,0.0,0.0,1
3466093,-2100,108,17596,-440,456,84,0.0,0.0,1
3466197,-2072,136,17580,-438,438,98,0.0,0.0,1
3466301,-2064,104,17592,-419,457,96,0.0,0.0,1
3466405,-2060,192,17492,-431,453,142,0.0,0.0,1
3466509,-1828,84,17496,-460,313,115,0.0,0.0,1
3466613,-1868,76,17668,-524,415,118,0.0,0.0,1
3466717,-1900,12,17612,-441,481,162,0.0,0.0,1
3466821,-1788,88,17692,-436,426,102,0.0,0.0,1
3466925,-1828,20,17472,-414,443,105,0.0,0.0,1
3467029,-1728,92,17520,-428,447,100,0.0,0.0,1
3467133,-1804,52,17620,-429,443,128,0.0,0.0,1
3467237,-1716,64,17600,-422,599,133,0.0,0.0,1
3467341,-1844,24,17640,-396,438,140,0.0,0.0,1
3467445,-1756,32,17612,-434,505,89,0.0,0.0,1
3467549,8212,268,18236,-669,746,2327,5.2,0.0,0
3467653,-444,304,17868,-280,330,-1139,10.4,0.0,0
3467757,-4396,-676,17096,-476,776,695,15.600000000000001,0.0,0
3467861,16,436,17012,-361,334,-526,20.8,0.0,0
3467965,-676,896,17804,-479,488,424,26.0,0.0,0
3468069,-2360,-284,18076,-527,514,942,31.2,0.0,0
3468173,-1568,288,17660,-479,319,299,36.4,0.0,0
3468277,-2284,-88,17512,-480,486,433,41.6,0.0,0
3468381,-1764,136,17568,-422,432,115,46.800000000000004,0.0,0
3468485,-1832,108,17688,-455,468,119,52.00000000000001,0.0,0
3468589,-1776,80,17596,-428,489,136,57.20000000000001,0.0,0
3468693,-1764,92,17540,-403,445,112,62.40000000000001,0.0,0
3468797,-1804,12,17608,-425,438,131,67.60000000000001,0.0,0
3468901,-1764,64,17712,-414,457,135,72.80000000000001,0.0,0
3469005,-1784,140,17544,-429,418,113,78.00000000000001,0.0,0
3469109,-1764,44,17652,-453,452,140,83.20000000000002,0.0,0
3469213,-1768,48,17548,-401,460,115,88.40000000000002,0.0,0
3469317,-1848,156,17596,-442,475,122,88.40000000000002,0.0,1
3469421,-1832,32,17560,-428,462,113,88.40000000000002,0.0,1
3469525,-1760,96,17772,-407,464,122,88.40000000000002,0.0,1
