Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
33028,-1964,148,17604,-434,463,133,0.0,0.0,1
33132,-2048,136,17504,-383,481,98,0.0,0.0,1
33236,-2012,80,17560,-421,461,109,0.0,0.0,1
33340,-2116,60,17588,-431,439,112,0.0,0.0,1
33444,-1976,164,17508,-412,433,79,0.0,0.0,1
33548,-2072,120,17616,-440,464,117,0.0,0.0,1
33652,-2020,196,17564,-461,458,107,0.0,0.0,1
33756,-1952,148,17572,-429,435,114,0.0,0.0,1
33860,-2024,116,17504,-411,448,109,0.0,0.0,1
33964,-2008,68,17588,-443,457,139,0.0,0.0,1
34068,-2028,132,17572,-429,461,117,0.0,0.0,1
34172,-2056,180,17636,-451,414,94,0.0,0.0,1
