Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
103031,-1804,68,17516,-438,495,127,0.0,0.0,1
103135,-1832,52,17608,-444,435,77,0.0,0.0,1
103239,-1828,244,17464,-435,444,117,0.0,0.0,1
103343,-1840,148,17576,-439,435,103,0.0,0.0,1
103447,-2836,124,18616,-482,-190,115,-5.2,0.0,0
103551,-1780,64,17504,-436,494,79,-10.4,0.0,0
103655,-1052,120,17004,-436,805,136,-15.600000000000001,0.0,0
103759,-1912,92,17572,-461,480,122,-20.8,0.0,0
103863,-1836,92,17664,-458,442,88,-26.0,0.0,0
103967,-1852,116,17652,-419,454,108,-31.2,0.0,0
104071,-1788,72,17652,-415,451,112,-36.4,0.0,0
104175,-1852,40,17480,-443,469,130,-41.6,0.0,0
104279,-1840,116,17584,-434,443,145,-46.800000000000004,0.0,0
104383,-1832,136,17596,-409,443,92,-52.00000000000001,0.0,0
104487,-1792,116,17564,-421,447,107,-52.00000000000001,0.0,1
104591,-1824,60,17492,-433,464,113,-52.00000000000001,0.0,1
104695,-1884,72,17460,-433,501,104,-52.00000000000001,0.0,1
104799,-1844,156,17592,-482,474,98,-52.00000000000001,0.0,1
104903,-1832,72,17572,-423,472,121,-52.00000000000001,0.0,1
105007,-1772,56,17492,-425,470,146,-52.00000000000001,0.0,1
105111,-1808,140,17648,-435,453,111,-52.00000000000001,0.0,1
105215,-1892,60,17532,-435,459,131,-52.00000000000001,0.0,1
105319,-1760,116,17596,-429,454,89,-52.00000000000001,0.0,1
105423,-1812,56,17608,-411,432,107,-52.00000000000001,0.0,1
105527,-1928,80,17644,-440,437,119,-52.00000000000001,0.0,1
105631,-1852,120,17508,-435,425,124,-52.00000000000001,0.0,1
105735,-1848,60,17596,-429,456,113,-52.00000000000001,0.0,1
105839,-1952,92,17512,-461,478,117,-52.00000000000001,0.0,1
105943,-1880,108,17632,-458,476,118,-52.00000000000001,0.0,1
106047,-1848,100,17636,-434,457,122,-52.00000000000001,0.0,1
106151,-1876,88,17588,-402,410,102,-52.00000000000001,0.0,1
106255,2356,1940,18536,698,74,-10013,-52.00000000000001,5.2,0
106359,1280,556,18692,-344,69,-802,-52.00000000000001,10.4,0
106463,8,324,17412,-465,613,378,-52.00000000000001,15.600000000000001,0
106567,-1692,28,17600,-422,468,114,-52.00000000000001,20.8,0
106671,-1856,72,17688,-417,445,120,-52.00000000000001,26.0,0
106775,-1904,96,17620,-439,452,105,-52.00000000000001,31.2,0
106879,-1920,112,17532,-407,434,92,-52.00000000000001,36.4,0
106983,-1840,-8,17640,-416,461,114,-52.00000000000001,41.6,0
107087,-1872,92,17600,-437,455,142,-52.00000000000001,46.800000000000004,0
107191,-1872,144,17676,-426,457,113,-52.00000000000001,52.00000000000001,0
107295,-1852,100,17600,-401,456,162,-52.00000000000001,52.00000000000001,1
107399,-1932,56,17560,-437,465,130,-52.00000000000001,52.00000000000001,1
107503,-1836,148,17724,-468,439,141,-52.00000000000001,52.00000000000001,1
107607,-1928,64,17652,-399,456,107,-52.00000000000001,52.00000000000001,1
107711,-1872,156,17632,-416,458,101,-52.00000000000001,52.00000000000001,1
107815,4328,912,17316,863,1038,-11030,-52.00000000000001,57.20000000000001,0
107919,9164,2516,18732,-630,542,1384,-52.00000000000001,62.40000000000001,0
108023,-4716,-292,17640,-641,358,2044,-52.00000000000001,67.60000000000001,0
108127,-6360,-56,16788,-568,652,1515,-52.00000000000001,72.80000000000001,0
108231,-2300,56,16712,-578,704,1173,-52.00000000000001,78.00000000000001,0
108335,-1772,108,17476,-456,453,154,-52.00000000000001,83.20000000000002,0
108439,-1840,92,17644,-445,457,158,-52.00000000000001,88.40000000000002,0
108543,-1880,108,17684,-456,428,136,-52.00000000000001,93.60000000000002,0
108647,-1884,84,17648,-401,435,130,-52.00000000000001,98.80000000000003,0
108751,-1844,60,17576,-455,472,127,-52.00000000000001,104.00000000000003,0
108855,-1816,140,17452,-427,463,117,-52.00000000000001,109.20000000000003,0
108959,-1832,72,17600,-439,456,115,-52.00000000000001,114.40000000000003,0
109063,-1832,164,17596,-420,456,126,-52.00000000000001,114.40000000000003,1
109167,-1864,116,17660,-462,442,106,-52.00000000000001,114.40000000000003,1
109271,-1860,64,17504,-424,445,119,-52.00000000000001,114.40000000000003,1
109375,-1876,132,17528,-418,484,88,-52.00000000000001,114.40000000000003,1
109479,-1808,88,17652,-432,477,116,-52.00000000000001,114.40000000000003,1
109583,-1800,52,17620,-432,447,84,-52.00000000000001,114.40000000000003,1
109687,-1836,120,17520,-422,424,76,-52.00000000000001,114.40000000000003,1
109791,-1932,60,17684,-434,433,133,-52.00000000000001,114.40000000000003,1
109895,-1764,112,17652,-435,456,95,-52.00000000000001,114.40000000000003,1
109999,-1840,56,17532,-445,434,114,-52.00000000000001,114.40000000000003,1
110103,-1848,100,17660,-424,455,133,-52.00000000000001,114.40000000000003,1
110207,-1856,20,17548,-470,441,123,-52.00000000000001,114.40000000000003,1
110311,-1840,108,17684,-426,427,108,-52.00000000000001,114.40000000000003,1
110415,-9660,1544,16672,-183,744,-2800,-52.00000000000001,119.60000000000004,0
110519,3492,-456,18732,-302,-30,-1438,-52.00000000000001,124.80000000000004,0
110623,3684,824,17968,-29,609,-2955,-52.00000000000001,130.00000000000003,0
110727,-212,-20,17388,-449,907,405,-52.00000000000001,135.20000000000002,0
110831,-1880,148,17644,-433,450,133,-52.00000000000001,140.4,0
110935,-1872,72,17508,-408,456,142,-52.00000000000001,145.6,0
111039,-1796,40,17712,-464,446,119,-52.00000000000001,150.79999999999998,0
111143,-1888,60,17660,-414,451,120,-52.00000000000001,155.99999999999997,0
111247,-1904,132,17576,-419,453,123,-52.00000000000001,161.19999999999996,0
111351,-1864,44,17568,-425,430,109,-52.00000000000001,166.39999999999995,0
111455,-1812,80,17536,-442,438,111,-52.00000000000001,171.59999999999994,0
111559,-1860,92,17524,-408,437,155,-52.00000000000001,171.59999999999994,1
111663,-1836,124,17672,-418,417,146,-52.00000000000001,171.59999999999994,1
111767,-1888,88,17632,-453,448,109,-52.00000000000001,171.59999999999994,1
111871,-1860,20,17532,-457,455,107,-52.00000000000001,171.59999999999994,1
111975,-1836,120,17504,-455,464,84,-52.00000000000001,171.59999999999994,1
112079,1328,276,18252,166,244,-5391,-46.800000000000004,171.59999999999994,0
112183,5344,2640,18480,-1092,707,6093,-41.6,171.59999999999994,0
112287,-4460,468,17412,-1241,780,7065,-36.4,171.59999999999994,0
112391,-9212,-1276,17856,-617,-46,1703,-31.2,171.59999999999994,0
112495,-3720,68,17944,-524,144,769,-26.0,171.59999999999994,0
112599,-2440,100,17312,-510,506,575,-20.8,171.59999999999994,0
112703,-1852,52,17652,-442,446,127,-15.600000000000001,171.59999999999994,0
112807,-1860,80,17524,-443,445,140,-10.400000000000002,171.59999999999994,0
112911,-1852,144,17668,-444,457,129,-5.200000000000002,171.59999999999994,0
113015,-1856,120,17616,-451,456,120,-1.7763568394002505e-15,171.59999999999994,0
113119,-1884,100,17624,-428,429,122,5.199999999999998,171.59999999999994,0
113223,-1864,96,17592,-456,443,135,10.399999999999999,171.59999999999994,0
113327,-1832,72,17604,-448,476,107,15.599999999999998,171.59999999999994,0
113431,-1828,72,17740,-431,447,137,15.599999999999998,171.59999999999994,1
113535,-1832,72,17632,-452,463,153,15.599999999999998,171.59999999999994,1
113639,-1876,36,17584,-427,454,120,15.599999999999998,171.59999999999994,1
113743,-1836,120,17588,-406,422,145,15.599999999999998,171.59999999999994,1
113847,-5608,-424,15940,-339,1048,-428,15.599999999999998,166.39999999999995,0
113951,-6504,484,17724,253,335,-5833,15.599999999999998,161.19999999999996,0
114055,1348,656,18972,-124,347,-2466,15.599999999999998,155.99999999999997,0
114159,4680,964,17876,-193,988,-2388,15.599999999999998,150.79999999999998,0
114263,-812,52,17544,-334,462,-916,15.599999999999998,145.6,0
114367,-1812,136,17612,-425,427,113,15.599999999999998,140.4,0
114471,-1812,120,17592,-424,453,103,15.599999999999998,135.20000000000002,0
114575,-1876,100,17528,-476,454,131,15.599999999999998,130.00000000000003,0
114679,-1876,108,17476,-414,458,112,15.599999999999998,124.80000000000003,0
114783,-1848,112,17672,-446,433,120,15.599999999999998,119.60000000000002,0
114887,-1896,44,17652,-436,450,114,15.599999999999998,114.40000000000002,0
114991,-1884,92,17668,-431,475,135,15.599999999999998,109.20000000000002,0
115095,-1836,84,17692,-420,451,101,15.599999999999998,109.20000000000002,1
115199,-1832,104,17596,-486,464,101,15.599999999999998,109.20000000000002,1
115303,-1888,48,17584,-434,476,128,15.599999999999998,109.20000000000002,1
115407,-1824,184,17476,-460,449,143,15.599999999999998,109.20000000000002,1
115511,-1852,104,17592,-415,461,85,15.599999999999998,109.20000000000002,1
115615,-1884,64,17608,-443,457,130,15.599999999999998,109.20000000000002,1
