Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
22743,-1764,128,17532,-460,445,124,0.0,0.0,1
22847,-1764,100,17588,-456,467,116,0.0,0.0,1
22951,-1820,124,17640,-430,465,95,0.0,0.0,1
23055,-1800,120,17552,-397,465,85,0.0,0.0,1
23159,-1764,68,17544,-439,444,128,0.0,0.0,1
23263,-1820,140,17612,-475,480,124,0.0,0.0,1
23367,-1800,180,17520,-431,487,108,0.0,0.0,1
23471,-1840,124,17592,-431,450,131,0.0,0.0,1
23575,-1592,104,16980,-431,499,123,0.0,0.0,1
23679,-1860,116,17580,-418,457,119,0.0,0.0,1
23783,-1816,188,17572,-432,456,124,0.0,0.0,1
23887,-1832,64,17452,-442,457,132,0.0,0.0,1
23991,-1788,140,17644,-444,467,129,0.0,0.0,1
24095,-1736,112,17680,-431,432,116,0.0,0.0,1
24199,-1804,96,17592,-452,465,122,0.0,0.0,1
24303,-1732,108,17596,-457,449,79,0.0,0.0,1
24407,-1824,160,17596,-430,440,113,0.0,0.0,1
24511,-1764,116,17548,-439,436,86,0.0,0.0,1
24615,-1744,88,17564,-433,460,107,0.0,0.0,1
24719,-1800,76,17604,-436,474,122,0.0,0.0,1
24823,-1760,96,17620,-425,441,147,0.0,0.0,1
24927,-1788,96,17560,-459,439,95,0.0,0.0,1
