Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
2968973,-1884,152,17700,-442,459,121,0.0,0.0,1
2969077,-1828,124,17696,-448,477,132,0.0,0.0,1
2969181,-1984,-40,17836,-431,483,128,0.0,0.0,1
2969285,-1780,4,17632,-489,459,114,0.0,0.0,1
2969389,-1984,132,17536,-447,442,123,0.0,0.0,1
2969493,-1900,148,17584,-423,467,111,0.0,0.0,1
2969597,-1812,152,17624,-431,487,114,0.0,0.0,1
2969701,-1884,184,17564,-413,440,84,0.0,0.0,1
2969805,-1888,184,17644,-469,457,117,0.0,0.0,1
2969909,-1944,184,17588,-399,423,93,0.0,0.0,1
2970013,-1860,112,17564,-439,457,105,0.0,0.0,1
2970117,-1872,124,17668,-438,438,120,0.0,0.0,1
2970221,-1884,52,17696,-426,450,112,0.0,0.0,1
2970325,-1948,160,17760,-463,404,131,0.0,0.0,1
2970429,-1840,120,17512,-445,470,124,0.0,0.0,1
2970533,-1560,-476,17640,-484,435,45,0.0,-5.2,0
2970637,-1888,64,17472,-541,401,125,0.0,-10.4,0
2970741,-1820,64,17708,-539,493,96,0.0,-15.600000000000001,0
2970845,-1836,44,17556,-292,438,129,0.0,-20.8,0
2970949,-1804,68,17720,-423,459,125,0.0,-26.0,0
2971053,-1888,88,17608,-506,473,108,0.0,-26.0,1
2971157,-1840,84,17592,-450,464,127,0.0,-26.0,1
2971261,-1872,44,17588,-403,469,87,0.0,-26.0,1
2971365,-1852,56,17516,-428,434,94,0.0,-26.0,1
2971469,-1824,0,17648,-464,488,105,0.0,-26.0,1
2971573,-1828,52,17516,-446,450,93,0.0,-26.0,1
2971677,-1828,28,17560,-406,473,114,0.0,-26.0,1
2971781,-3420,-2556,18052,-566,-264,1037,0.0,-31.2,0
2971885,-992,1040,18132,-154,197,-2258,0.0,-36.4,0
2971989,-3552,868,17112,-396,553,-445,0.0,-41.6,0
2972093,-2848,1844,17748,-471,153,-220,0.0,-46.800000000000004,0
2972197,-1932,1004,18020,-614,115,1070,0.0,-52.00000000000001,0
2972301,-2420,632,17500,-425,391,-27,0.0,-57.20000000000001,0
2972405,-1580,480,17592,-409,500,13,0.0,-62.40000000000001,0
2972509,-2156,36,17628,-564,490,1134,0.0,-67.60000000000001,0
2972613,-2028,396,17372,-511,491,698,0.0,-72.80000000000001,0
2972717,-1792,188,17640,-417,407,50,0.0,-78.00000000000001,0
2972821,5424,4336,16908,-366,1621,-433,0.0,-83.20000000000002,0
2972925,-1832,0,17412,-461,484,123,0.0,-88.40000000000002,0
2973029,-1848,32,17516,-393,524,97,0.0,-93.60000000000002,0
2973133,-1384,176,17680,-447,491,515,0.0,-98.80000000000003,0
2973237,-1704,104,17612,-988,574,4593,0.0,-104.00000000000003,0
2973341,-1904,168,17664,-455,410,149,0.0,-109.20000000000003,0
2973445,-1908,140,17652,-460,426,132,0.0,-114.40000000000003,0
2973549,-1860,-20,17656,-428,424,133,0.0,-119.60000000000004,0
2973653,-1808,8,17556,-474,462,126,0.0,-119.60000000000004,1
2973757,-1968,100,17528,-446,459,124,0.0,-119.60000000000004,1
2973861,-1760,128,17572,-433,440,137,0.0,-119.60000000000004,1
2973965,-1948,24,17600,-451,475,99,0.0,-119.60000000000004,1
2974069,-1792,68,17504,-454,478,100,0.0,-119.60000000000004,1
2974173,-1932,52,17712,-426,418,112,0.0,-119.60000000000004,1
2974277,-1796,76,17664,-467,462,115,0.0,-119.60000000000004,1
2974381,-1848,108,17572,-462,474,107,0.0,-119.60000000000004,1
2974485,-876,1024,17416,-592,465,1001,0.0,-114.40000000000003,0
2974589,-1820,2192,17452,-268,504,-1219,0.0,-109.20000000000003,0
2974693,-1268,1752,17928,-246,-79,-761,0.0,-104.00000000000003,0
2974797,-2300,-764,16856,-307,469,-824,0.0,-98.80000000000003,0
2974901,-3064,-2144,17796,-323,427,-918,0.0,-93.60000000000002,0
2975005,-2136,-496,17796,-424,479,176,0.0,-88.40000000000002,0
2975109,-1416,392,17132,-345,622,-330,0.0,-83.20000000000002,0
2975213,-2492,-976,17456,-462,667,687,0.0,-78.00000000000001,0
2975317,-1748,-408,17248,-554,448,1062,0.0,-72.80000000000001,0
2975421,-2156,200,17944,-345,441,-538,0.0,-67.60000000000001,0
2975525,-1812,-588,17492,-451,396,344,0.0,-62.400000000000006,0
2975629,-2244,-604,17584,-455,468,389,0.0,-57.2,0
2975733,-1784,124,17536,-417,433,90,0.0,-52.0,0
2975837,-1852,104,17652,-406,441,115,0.0,-46.8,0
2975941,-1904,84,17688,-430,464,123,0.0,-41.599999999999994,0
2976045,-1800,96,17624,-436,453,134,0.0,-36.39999999999999,0
2976149,-1876,60,17660,-439,455,118,0.0,-36.39999999999999,1
2976253,-1860,140,17680,-408,441,87,0.0,-36.39999999999999,1
2976357,-1808,84,17532,-431,450,129,0.0,-36.39999999999999,1
2976461,-1820,112,17660,-424,445,80,0.0,-36.39999999999999,1
2976565,-1760,132,17560,-454,429,117,0.0,-36.39999999999999,1
2976669,-1812,132,17560,-398,441,86,0.0,-36.39999999999999,1
2976773,-1944,-1124,17548,-573,439,1210,0.0,-41.599999999999994,0
2976877,-2608,-1164,17524,-533,624,800,0.0,-46.8,0
2976981,-1264,-552,17344,-525,656,593,0.0,-52.0,0
2977085,-1368,-208,17376,-541,847,739,0.0,-57.2,0
2977189,-1808,-244,17740,-409,348,15,0.0,-62.400000000000006,0
2977293,-2012,-968,17536,-471,529,581,0.0,-67.60000000000001,0
2977397,-308,440,16916,-481,700,402,0.0,-72.80000000000001,0
2977501,-2164,236,17720,-530,483,557,0.0,-78.00000000000001,0
2977605,-2784,836,17972,-506,226,353,0.0,-83.20000000000002,0
2977709,-1584,1604,17744,-584,398,1404,0.0,-88.40000000000002,0
2977813,-1160,1148,17608,-453,433,-83,0.0,-93.60000000000002,0
2977917,-1864,88,17588,-453,398,110,0.0,-98.80000000000003,0
2978021,-1820,44,17700,-461,438,137,0.0,-104.00000000000003,0
2978125,-1860,48,17712,-425,531,140,0.0,-109.20000000000003,0
2978229,-1884,16,17664,-636,558,2125,0.0,-114.40000000000003,0
2978333,-1844,52,17488,-435,507,94,0.0,-114.40000000000003,1
2978437,-1888,72,17588,-441,450,129,0.0,-114.40000000000003,1
2978541,-1868,88,17568,-451,468,106,0.0,-114.40000000000003,1
2978645,-1844,68,17576,-442,432,135,0.0,-114.40000000000003,1
2978749,-1860,100,17604,-483,441,117,0.0,-114.40000000000003,1
2978853,-1992,188,17536,-466,478,46,0.0,-114.40000000000003,1
2978957,-680,2512,17912,20,113,-3710,0.0,-109.20000000000003,0
2979061,-1604,1648,17440,-238,246,-742,0.0,-104.00000000000003,0
2979165,-1284,372,18104,-289,309,-1369,0.0,-98.80000000000003,0
2979269,-380,1492,16896,-481,807,717,0.0,-93.60000000000002,0
2979373,-2224,96,17900,-475,205,939,0.0,-88.40000000000002,0
2979477,-1268,316,17368,-422,642,-150,0.0,-83.20000000000002,0
2979581,-1356,-648,17644,-539,278,875,0.0,-78.00000000000001,0
2979685,-2680,-640,17740,-587,429,1646,0.0,-72.80000000000001,0
2979789,-2008,32,17492,-441,485,-134,0.0,-67.60000000000001,0
2979893,-1776,-588,17596,-442,511,279,0.0,-62.400000000000006,0
2979997,-1808,116,17692,-420,449,107,0.0,-57.2,0
2980101,-1884,144,17580,-443,438,134,0.0,-52.0,0
2980205,-1816,100,17596,-452,426,111,0.0,-46.8,0
2980309,-1812,84,17644,-460,457,107,0.0,-41.599999999999994,0
2980413,-1852,132,17656,-419,446,121,0.0,-41.599999999999994,1
2980517,-1752,104,17564,-461,407,116,0.0,-41.599999999999994,1
2980621,-1896,116,17572,-419,468,132,0.0,-41.599999999999994,1
2980725,-1864,100,17524,-407,453,107,0.0,-41.599999999999994,1
2980829,-2000,-772,17532,-774,545,3121,0.0,-46.8,0
2980933,-2060,-2832,17840,-670,672,2245,0.0,-52.0,0
2981037,-1752,-392,17292,-472,503,17,0.0,-57.2,0
2981141,-808,740,17684,-451,591,-133,0.0,-62.400000000000006,0
2981245,-2644,448,17740,-435,138,235,0.0,-67.60000000000001,0
2981349,-496,2648,17256,-375,405,-381,0.0,-72.80000000000001,0
2981453,-1968,360,17664,-316,440,-1032,0.0,-78.00000000000001,0
2981557,-1856,160,17604,-424,460,117,0.0,-83.20000000000002,0
2981661,-1792,176,17596,-431,431,118,0.0,-88.40000000000002,0
2981765,-1888,72,17676,-433,469,116,0.0,-93.60000000000002,0
2981869,-1840,100,17528,-456,478,81,0.0,-93.60000000000002,1
2981973,-1788,100,17532,-425,461,121,0.0,-93.60000000000002,1
2982077,-1852,72,17628,-414,411,92,0.0,-93.60000000000002,1
2982181,-1800,48,17692,-414,471,119,0.0,-93.60000000000002,1
2982285,-1792,88,17460,-440,470,124,0.0,-93.60000000000002,1
2982389,-1848,128,17528,-427,465,83,0.0,-93.60000000000002,1
2982493,-1832,76,17560,-468,482,125,0.0,-93.60000000000002,1
2982597,-1768,152,17552,-424,472,110,0.0,-93.60000000000002,1
2982701,-1844,84,17584,-449,481,88,0.0,-93.60000000000002,1
