Timestamp,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Raw_Gyro_X,Raw_Gyro_Y,Raw_Gyro_Z,Calc_Pos_X,Calc_Pos_Y,Calc_Pos_Z
1105527,-1996,108,17632,-426,446,127,0.0,0.0,1
1105631,-1948,88,17576,-436,464,106,0.0,0.0,1
1105735,-2004,184,17648,-433,446,78,0.0,0.0,1
1105839,-2008,84,17648,-421,438,75,0.0,0.0,1
1105943,-1916,80,17616,-450,438,119,0.0,0.0,1
1106047,-1948,88,17660,-435,435,120,0.0,0.0,1
1106151,-1960,116,17580,-412,476,130,0.0,0.0,1
1106255,-1928,64,17576,-427,429,124,0.0,0.0,1
1106359,-1880,92,17576,-449,470,112,0.0,0.0,1
1106463,-2004,92,17632,-415,435,145,0.0,0.0,1
1106567,-1924,64,17528,-413,452,101,0.0,0.0,1
1106671,-1956,124,17680,-418,451,126,0.0,0.0,1
1106775,-2004,88,17520,-409,480,137,0.0,0.0,1
1106879,-1944,152,17576,-435,475,104,0.0,0.0,1
1106983,-1924,120,17652,-443,446,138,0.0,0.0,1
1107087,-1956,132,17564,-466,457,101,0.0,0.0,1
1107191,-1928,76,17652,-411,443,133,0.0,0.0,1
1107295,-2012,64,17540,-450,458,103,0.0,0.0,1
